quality	clickbait	title	url	data
			http://www.sport.pl/zimowe/7,64996,23036308,pjongczang-2018-kamil-stoch-zdobyl-zloty-medal-polska-druzyna.html	{'tags': ['Kamil Stoch', 'złoty medal', 'olimpijskich', 'igrzysk', 'Pjongczangu', 'mistrz', 'Soczi', 'konkurs', 'skoczni', 'Andreas Wellinger', 'Robert Johansson', 'Drużynowo', 'Polacy', 'Norwegowie', 'rywalizacja'], 'title': 'Pjongczang 2018. Kamil Stoch zdobył złoty medal! Polska drużyna z trzecim wynikiem', 'author': 'Łukasz Jachimiak', 'timestamp': '17.02.2018'}
			https://eurosport.interia.pl/raporty/raport-pjongczang-2018/polacy/news-pjongczang-2018-andreas-wellinger-kamil-stoch-zasluzyl-na-zl,nId,2546400	{'tags': ['Andreas Wellinger', 'Niemiec', 'Kamilem Stochem', 'Pjongczangu', 'olimpijskim', 'konkursie', 'skoczek', 'narciarski'], 'title': 'Pjongczang 2018. Andreas Wellinger: Kamil Stoch zasłużył na złoty medal', 'timestamp': '17 lutego', 'source': '/PAP/EPA'}
			https://www.wprost.pl/pjongczang-2018/10105121/mamy-zloty-medal-kamil-stoch-mistrzem-olimpijskim.html	{'tags': ['Kamil Stoch', 'złoty medal', 'olimpijski', 'Niemiec', 'Andreas Wellinger', 'Norweg', 'Robert Johansson', 'podium', 'Pjongczangu'], 'title': 'Mamy złoty medal! Kamil Stoch mistrzem olimpijskim', 'timestamp': '2018-02-17', 'source': 'TVP Sport / x-news'}
5	5	morawiecki żydzi	https://wiadomosci.wp.pl/absurdalna-wypowiedz-morawieckiego-swiatowy-kongres-zydow-zada-przeprosin-6221555202061953a	{'tags': ['Monachium', 'Mateusza Morawieckiego', 'Światowego Kongresu Żydów', 'Ronald Lauder', 'żydowscy', 'sprawcy', 'nazistowskich', 'Niemiec', 'europejskich', 'zlikwidowania', 'Żydów'], 'title': '"Absurdalna" wypowiedź Morawieckiego. Światowy Kongres Żydów żąda przeprosin', 'timestamp': '18-02-2018', 'author': 'NATALIA DURMAN'}
			http://www.rmf24.pl/raporty/raport-spor-ustawe-ipn/fakty/news-swiatowy-kongres-zydow-potepia-wypowiedz-morawieckiego-odraz,nId,2546441	{'tags': ['WJC', 'Ronald S. Lauder', 'Światowego Kongresu Żydów', 'oświadczeniu', 'przewodniczący', 'premiera', 'Mateusza Morawieckiego', 'Izraelu', 'Holokaustu', 'Żydzi', 'sprawców', 'polskiego', 'rządu'], 'title': 'Światowy Kongres Żydów potępia wypowiedź Morawieckiego. "Odrażająca ignorancja"', 'timestamp': '18 lutego', 'author': 'az', 'source': 'pap'}
			https://www.wprost.pl/swiat/10105246/swiatowy-kongres-zydow-potepia-przerazajaca-ignorancje-morawieckiego-wlaczanie-zydow-do-grona-sprawcow-jest-parodia.html	{'tags': ['Światowego Kongresu Żydów', 'WJC', 'Ronald S. Lauder', 'Mateusza Morawieckiego', 'polskiego', 'rządu', 'żydowscy', 'sprawcy', 'Żydów', 'europejskich', 'nazistowską', 'niemiecką'], 'title': 'Światowy Kongres Żydów potępia „przerażającą ignorancję” Morawieckiego. „Włączanie Żydów do grona sprawców jest parodią”', 'timestamp': '2018-02-18', 'source': 'Wprost.pl / worldjewishcongress.org'}
			https://wiadomosci.onet.pl/swiat/swiatowy-kongres-zydow-o-wypowiedzi-premiera-morawieckiego/jxn0r51	{'tags': ['premiera', 'Światowy Kongres Żydów', 'oświadczeniu', 'przewodniczący', 'WJC', 'Ronald S. Lauder', 'Izraelu', 'Mateusza Morawieckiego', 'Holokaustu', 'Żydzi', 'sprawców', 'polskiego', 'rządu', 'nazistom'], 'title': 'Światowy Kongres Żydów o wypowiedzi premiera Morawieckiego', 'timestamp': '18 lut, 02:33', 'source': 'PAP'}
2	5	nowi sędziowie	https://tvnwarszawa.tvn24.pl/informacje,news,stoleczny-sad-ma-nowych-wiceprezesow,252921.html	{'tags': ['Minister sprawiedliwości', 'wiceprezesów', 'Sądu Rejonowego', 'Warszawy', 'sędziego', 'Stanisława Zduna', 'Aleksandrę Ziółkowską-Majkowską', 'Anna Janas', 'odwołane', 'Stanowiska', 'prezes', 'kierownictwo', 'Maksymilian Wesołowski'], 'title': 'Stołeczny sąd ma nowych wiceprezesów', 'timestamp': '17.02.2018', 'author': 'Piotr Machajski'}
			http://tuteraz.pl/warszawa/18/02/2018/stoleczny-sad-ma-nowych-wiceprezesow-przyszli-prosto-z-ministerstwa/	{'tags': ['Stołeczny sąd', 'wiceprezesów', 'ministerstwa', 'Minister sprawiedliwości', 'Warszawy', 'Sądu Rejonowego', 'Stanisława Zduna', 'Aleksandrę Ziółkowską-Majkowską'], 'title': 'Stołeczny sąd ma nowych wiceprezesów. Przyszli prosto z ministerstwa', 'author': 'Redakcja', 'timestamp': '18 lutego 2018'}
			http://www.rp.pl/Sedziowie-i-sady/302099928-Maksymilian-Wesolowski-nowym-prezesem-Sadu-Rejonowego-dla-Miasta-Stolecznego-Warszawy.html	{'tags': ['prezesem', 'Sądu Rejonowego', 'Miasta Stołecznego', 'Warszawy', 'Maksymilian Wesołowski', 'sądu', 'warszawskim', 'Mokotowie', 'Ministerstwie Sprawiedliwości'], 'title': 'Maksymilian Wesołowski nowym prezesem Sądu Rejonowego dla Miasta Stołecznego Warszawy', 'timestamp': '09.02.2018', 'author': 'Mateusz Adamski', 'source': 'rp.pl, tvnwarszawa.tvn24.pl'}
3	5	kolizja na toruńskiej	http://www.se.pl/wiadomosci/polska/warszawa/wypadek-na-trasie-torunskiej-ciezarowka-wjechala-w-autobus-z-uczniami-zdjecia-_391377.html	{'tags': ['Trasie Toruńskiej', 'Warszawie', 'autobus', 'młodzież', 'szkolną', 'ciężarówka', 'Kolizja', 'kierowcę', 'Rannych', 'autokaru', 'szpitala', 'trzech'], 'title': 'Wypadek na Trasie Toruńskiej: Ciężarówka wjechała w autobus z uczniami! ZDJĘCIA', 'timestamp': '10.04.2014', 'author': 'BZ'}
3	5	inna kolizja na toruńskiej	https://tvnwarszawa.tvn24.pl/ulice,news,kolizja-na-torunskiej-kierowca-ciezarowki-pojechal-dalej,252925.html	{'tags': ['ulicy Słowackiego', 'S8', 'trasie', 'zderzenia', 'samochodów', 'Poznania', 'samochody', 'ciężarowy', 'Komedy Stołecznej Policji', 'Utrudnienia', 'straż pożarna', 'policja'], 'title': 'Kolizja na Toruńskiej. "Kierowca ciężarówki pojechał dalej"', 'timestamp': '16.02.2018', 'source': 'bb/b'}
1	1	katarzyna warnke nago	http://www.se.pl/wiadomosci/gwiazdy/katarzyna-warnke-pokazala-sie-calkowicie-nago-jak-to-komentuje_1040912.html	{'tags': ['Katarzyny Warnke', 'nagiej', 'Macieja Zienia', 'scenie', 'projektant'], 'title': 'Katarzyna Warnke pokazała się całkowicie nago. Jak to komentuje? [ZDJĘCIA]', 'timestamp': '18.02.2018', 'author': 'ZPL'}
			http://jastrzabpost.pl/exclusive/katarzyna-warnke-zaluje-ze-pozowala-nago-na-pokazie-zienia-wideo_639403.html	{'tags': ['KASIA WARNKE', 'MACIEJA ZIENIA', 'nago', 'performance’u', 'projektanta', 'kolekcję'], 'author': 'Paulina Pucuła', 'title': 'KASIA WARNKE POKAZAŁA SIĘ NAGO NA POKAZIE MACIEJA ZIENIA I JUŻ TEGO ŻAŁUJE: „PRZEŻYŁAM TO BARDZO” [WIDEO]', 'timestamp': '17 LUTEGO 2018'}
			http://www.gala.pl/artykul/kasia-warnke-nago-na-pokazie-zienia-warnke-rozebrala-sie-na-wybiegu-warnke-u-zienia-nago-ubieral-ja-na-scenie-180217120036	{'tags': ['Katarzyna Warnke', 'pokazie', 'kolekcji', 'Macieja Zienia', 'NAGO', 'scenie', 'telebimem', 'modelek'], 'title': 'KASIA WARNKE nago na pokazie Macieja Zienia! Projektant ubierał ją na scenie', 'author': 'Gala.pl', 'timestamp': '18.02.2018'}
			https://www.rmf.fm/magazyn/news,14580,katarzyna-warnke-nago-na-pokazie-mody-zienia.html	{'tags': ['Aktorka', 'kolekcji', 'pokazie', 'Macieja Zienia', 'mody', 'nago', 'telebimie', 'kreacji', 'projektanta'], 'title': 'Katarzyna Warnke nago na pokazie mody Zienia!', 'timestamp': '17 lutego 2018', 'author': 'AA'}
			https://www.rmfmaxxx.pl/news/Katarzyna-Warnke-wystapila-nago-na-pokazie-mody-Macieja-Zienia,39451.html	{'tags': ['Aktorka', 'kolekcji', 'pokazie', 'Macieja Zienia', 'mody', 'nago', 'telebimie', 'kreacji', 'projektanta'], 'title': 'Katarzyna Warnke nago na pokazie mody Zienia!', 'timestamp': '17 lutego 2018', 'author': 'AA'}
3	1	grożą badaczom tupolewa	http://telewizjarepublika.pl/binienda-groza-amerykanskim-naukowcom-ktorzy-pracuja-przy-tu-154m,60797.html	{'tags': ['Wiesław Bienienda', 'Tupolewa', 'Tu-154M', 'Lotnictwa Taktycznego', 'Mińsku Mazowieckim', 'Kansas', 'Wichita', 'naukowcy', 'National Institute For Aviation Research', 'NASA', 'Smoleńsku', 'wypadku', 'lotniczego'], 'title': 'Binienda: Grożą amerykańskim naukowcom, którzy pracują przy Tu-154M!', 'author': 'M.N.', 'timestamp': '17 lutego 2018', 'source': 'Telewizja Republika'}
			https://www.tvp.info/36052600/do-amerykanskich-naukowcow-ktorzy-chca-odtworzyc-tu154m-docieraja-pogrozki	{'tags': ['amerykańskich', 'naukowców', 'Tu-154M', 'TV Republika', 'wiceprzewodniczący', 'podkomisji', 'Smoleńsku', 'Wiesław Binienda', 'National Institute For Aviation Research', 'Wichita', 'Kansas', 'Mińsku Mazowieckim', 'Bazie Lotnictwa Taktycznego', 'smoleńską', 'Tupolewa', 'NASA'], 'author': 'rt, adom', 'title': 'Do amerykańskich naukowców, którzy chcą odtworzyć Tu-154M, docierają pogróżki', 'timestamp': '17.02.2018', 'source': 'PAP'}
			http://www.gazetaprawna.pl/artykuly/1105170,do-naukowcow-pracujacych-nad-rekonstrukcja-tu-154m-docieraja-grozby.html	{'tags': ['amerykańskich', 'naukowców', 'Tu-154M', 'groźby', 'Smoleńsku', 'TV Republika', 'wiceprzewodniczący', 'Wiesław Binienda', 'Wichita', 'Kansas', 'National Institute For Aviation Research', 'Mińsku Mazowieckim', 'Bazie Lotnictwa Taktycznego', 'Tupolewa', 'NASA'], 'title': 'Binienda: Do naukowców pracujących nad rekonstrukcją Tu-154M docierają groźby', 'timestamp': '17.02.2018', 'source': 'PAP'}
3	1	piotr żyła zagrał na gitarze	http://www.aktualnosci24.com/polska/piotr-zyla-zagral-na-gitarze-dla-kamila-stocha-repertuar-byl-oczywisty/86410-wiadomosci	{'tags': ['Kamila Stocha', 'Pjongczangu', 'złotego medalu', 'Piotr Żyła', 'zagrać', 'gitarze', 'Facebooku', 'kompozycję', 'Mazurka Dąbrowskiego', 'hymn', 'polskiego skoczka'], 'title': 'Piotr Żyła Zagrał Na Gitarze Dla Kamila Stocha. Repertuar Był Oczywisty', 'timestamp': '2018-02-17'}
			http://4stars.pl/news/?uid=143514	{'tags': ['Piotr Żyła', 'Facebooku', 'kompozycję', 'Kamila Stocha', 'polski skoczek', 'repertuaru', 'medalisty', 'Pjongczangu', 'Mazurka Dąbrowskiego', 'gitarze'], 'title': 'Piotr Żyła zagrał na gitarze dla Kamila Stocha. Repertuar był oczywisty', 'timestamp': '2018-02-17'}
			http://www.rmf24.pl/raporty/raport-pjongczang2018/fakty/news-piotr-zyla-zagral-hymn-dla-kamila-stocha,nId,2546415	{'tags': ['Piotra Żyły', 'Kamila Stocha', 'olimpijski', 'mistrz', 'złoty medal', 'skoczni', 'Pjongczangu', 'polskiego', 'hymnu', 'Mazurka Dąbrowskiego', 'gitarze', 'Piotr Żyła'], 'title': 'Piotr Żyła zagrał... hymn dla Kamila Stocha', 'timestamp': '17 lutego', 'author': 'm'}
			https://sport.onet.pl/ofsajd/pjongczang-2018-piotr-zyla-zagral-na-gitarze-hymn/fxvgnyd	{'tags': ['Piotr Żyła', 'Instagramie', 'Pjongczangu', 'gitarze', 'hymn', 'Kamila Stocha', 'Korei Południowej', 'istrzem olimpijskim', 'Adama Małysza'], 'title': 'Piotr Żyła zagrał hymn dla Kamila Stocha. Kibice zachwyceni', 'timestamp': '17 lut,'}
3	1	atak na tuska	http://natemat.pl/230333,horala-o-tusku-na-twitterze-uzywa-zwyciestwa-stocha-do-ataku-na-polityka	{'tags': ['Prawa i Sprawiedliwości', 'Marcin Horała', 'złotego medalu', 'Kamila Stocha', 'igrzyskach olimpijskich', 'Pjongczangu', 'Polaka', 'polityk', 'partii', 'Rady Europejskiej', 'przewodniczącego', 'Donalda Tuska', 'propagandowy'], 'title': '"Żałosny wpis żałosnego człowieczka". Poseł PiS wykorzystał sukces Kamila Stocha, by... zaatakować Donalda Tuska', 'author': 'Piotr Burakowski', 'timestamp': '17 lutego 2018'}
			http://nczas.com/wiadomosci/polska/posel-pis-przy-okazji-zwyciestwa-kamila-stocha-chcial-zakpic-z-donalda-tuska-nie-wszystkim-sie-to-spodobalo/	{'tags': ['Prawa i Sprawiedliwości', 'Poseł', 'Marcin Horała', 'polskiego', 'skoczka', 'Kamila Stocha', 'Twitterze', 'Donaldem Tuskiem', 'PiS', 'Opolszczyźnie', 'Roberta Johanssona', 'Andreasa Wellingera'], 'title': 'Poseł PiS przy okazji zwycięstwa Kamila Stocha chciał zakpić z Donalda Tuska. Nie wszystkim się to spodobało', 'source': 'Twitter', 'author': 'Redakcja', 'timestamp':'2018/02/18'}
			https://sportowefakty.wp.pl/pjongczang-2018/738478/wpis-posla-pis-wywolal-burze-wellinger-przegral-i-zdjecie-donalda-tuska	{'tags': ['Marcin Horała', 'Kamila Stocha', 'Donalda Tuska', 'Polsce', 'PiS', 'poseł', 'Twitterze'], 'title': 'Wpis posła PiS wywołał burzę. "Wellinger przegrał" i zdjęcie Donalda Tuska', 'author': 'Łukasz Kuczera', 'timestamp': '17 Lutego 2018', 'source': 'Twitter'}
			http://www.fakt.pl/wydarzenia/polityka/posel-pis-marcin-horala-niesmacznie-zazartowal-z-tuska-po-zwyciestwie-stocha/ttmpye7	{'tags': ['Marcin Horała', 'Pjongczangu', 'Kamila Stocha', 'złotego medalu', 'olimpijskiego', 'Twitterze', 'Donalda Tuska', 'kataklizmu', 'mistrza', 'niemieckiego'], 'title': 'Niesmaczny żart posła PiS po zwycięstwie Stocha', 'timestamp': '17 lut', 'author': 'MG'}
3	1	stoch memy	https://www.wprost.pl/galeria/11209/2/Memy-po-zwyciestwie-Kamila-Stocha.html	{'tags': ['Memy', 'Kamila Stocha'], 'title': 'Memy po zwycięstwie Kamila Stocha', 'timestamp': '2018-02-17'}
			https://sportowefakty.wp.pl/pjongczang-2018/zdjecia/galeria/15039/rakieta-znowu-odpalila-zobacz-memy-po-olimpijskim-zlocie-stocha	{'tags': ['skoczni', 'Kamil Stoch', 'Andreasa Wellingera', 'Polak', 'Pjongczangu', 'złoty medal', 'olimpijski', 'memy'], 'title': 'Rakieta znowu odpaliła! Zobacz memy po olimpijskim złocie Stocha', 'author': 'Robert Czykiel', 'timestamp': '17 Lutego 2018,'}
			http://lipno.naszemiasto.pl/artykul/memy-stoch-mistrzem-olimpijskim-tak-internet-zareagowal-na,4413010,gal,t,id,tm.html	{'tags': ['MEMY', 'złoto', 'polskiego', 'skoczka', 'olimpijskim', 'Pjongczang', 'internet'], 'title': 'MEMY: Stoch mistrzem olimpijskim. Tak internet zareagował na złoto polskiego skoczka [NAJLEPSZE MEMY]', 'author': 'red', 'timestamp': '2018-02-17', 'source': 'Naszemiasto.pl'}
			http://www.sport.pl/skoki/56,65074,23036683,kamil-stoch-mistrzem-olimpijskim-zobacz-reakcje-kibicow-memy.html	{'tags': ['Kamil Stoch', 'mistrzem olimpijskim', 'Polski', 'skoczek', 'złoty medal', 'Andreas Wellinger', 'memów', 'Robert Johansson'], 'title': 'Kamil Stoch mistrzem olimpijskim. Zobacz reakcje kibiców [MEMY]', 'timestamp': '17.02.2018'}
4	5	naga prabat mackiewicz	http://natemat.pl/230231,dlaczego-mackiewicz-zostal-na-nanga-parbat-pakistanczycy-odpowiadaja-revol	{'tags': ['Elisabeth Revol', 'Pakistańczyków', 'akcji ratunkowej', 'Tomasza Mackiewicza', 'urzędnicy', 'The Adventure Blog', 'Nanga Parbat'], 'title': 'Pakistańczycy ostro odpowiadają na oskarżenia Revol. Twierdzą, że nie powiedziała złego słowa', 'author': 'Rafał Badowski', 'timestamp': '16 lutego 2018', 'source': 'The Adventure Blog'}
			http://www.pomponik.pl/plotki/news-nanga-parbat-elizabeth-revol-o-tomaszu-mackiewiczu-oklamalam,nId,2521600	{'title': 'Nanga Parbat: Elizabeth Revol o Tomaszu Mackiewiczu: "Okłamałam go i ja też czuję się zdradzona"', 'tags': ['Tomasz Mackiewicz', 'Elizabth Revol', 'Nanga Parbat', 'Himalaistce', 'wspinaczkowymi', 'Adam Bielecki', 'pomoc', 'wyprawy', 'K2', 'Denis Urubko'], 'timestamp': '13 lutego'}
			https://www.tvn24.pl/wiadomosci-z-kraju,3/tomasz-mackiewicz-i-elisabeth-revol-kim-sa,810324.html	{'tags': ['Tomasz Mackiewicz', 'Elisabeth Revol', 'Nanga Parbat', 'Polak', 'Francuzka', 'himalaistów', 'polskich', 'Markiem Klonowskim'], 'title': 'Po raz trzeci atakowali razem Nanga Parbat', 'timestamp': '29 stycznia 2018', 'author': 'js/AG', 'source': 'tvn24.pl, TVN24, wikipedia'}
			http://www.rp.pl/Sport/301289943-Tomasz-Mackiewicz-zostal-na-Nanga-Parbat-Elisabeth-Revol-uratowana.html	{'tags': ['Tomasz Mackiewicz', 'Nanga Parbat', 'Elisabeth Revol', 'Francuzka', 'helikopterem', 'Islamabadu', 'szpitala', 'Pakistanie', 'himalaistów', 'ośmiotysięcznika', 'uratować'], 'timestamp': '28.01.2018', 'title': 'Tomasz Mackiewicz został na Nanga Parbat. Elisabeth Revol uratowana', 'author': 'Łukasz Majchrzyk', 'source': 'Rzeczpospolita'}
			http://wyborcza.pl/7,154903,22996740,elisabeth-revol-o-wyprawie-na-nanga-parbat-moglismy-uratowac.html	{'tags': ['uratować', 'Tomka', 'Elisabeth Revol', 'konferencji', 'Francuzka', 'himalaistów', 'polskich', 'Tomasz Mackiewicz', 'wspinaczkowy', 'choroby'], 'title': 'Elisabeth Revol o wyprawie na Nanga Parbat: Mogliśmy uratować Tomka Mackiewicza', 'author': 'Tadeusz Kądziela', 'timestamp': '08 lutego 2018'}
			http://www.newsweek.pl/swiat/ludzie/elizabeth-revol-pierwszy-raz-o-wyprawie-na-nanga-parbat-,artykuly,422664,1.html	{'tags': ['Elisabeth Revol', 'himalaistka', 'Tomaszowi Mackiewiczowi', 'AFP', 'francuskiej', 'Nanga Parbat', 'Polaka', 'stan zdrowia', 'śmigłowce', 'ślepotę'], 'timestamp': '01.02.2018', 'author': 'WK', 'title': '„Tomek zamarzał”. Elisabeth Revol po raz pierwszy opowiedziała o wyprawie na Nanga Parbat'}
2	4	7 granatników	http://wiadomosci.radiozet.pl/Polska/7-granatnikow-w-osobowym-mercedesie-na-granicy-polsko-ukrainskiej.-Kierowca-aresztowany	{'tags': ['przejściu granicznym', 'Hrebennem', 'lubelskiej', 'Służby Celno-Skarbowej', 'granatników', 'Kierowca', 'mercedesie', 'Polski', 'Ukrainy', 'aresztowani', 'RPG-18', 'RPG-22'], 'title': '7 granatników w osobowym mercedesie na granicy polsko-ukraińskiej [FOTO]', 'timestamp': '16.02.2018', 'source': 'RadioZET.pl/lublin112.pl/strz'}
			http://www.aktualnosci24.com/polska/7-granatnikow-w-mercedesie-na-granicy-polsko-ukrainskiej/86328-wiadomosci	{'tags': ['granatników', 'RPG-18', 'RPG-22', 'lubelskiej', 'Służby Celno-Skarbowej', 'przejściu granicznym', 'Hrebennem', 'Zamościu', 'Polski', 'Ukrainy', 'obywatela'], 'title': '7 Granatników W Mercedesie Na Granicy Polsko-Ukraińskiej', 'timestamp': '2018-02-17'}
			http://4stars.pl/news/7-granatnikow-w-mercedesie-na-granicy-polsko-ukrainskiej?uid=143400	{'tags': ['Funkcjonariusze', 'Oddziału Celnego', 'Hrebennem', 'RPG-18', 'RPG-22', 'Polski ', 'Ukrainy', 'Granatniki', 'Lublinie', 'Izba Administracji Skarbowej', 'wyrzutni', 'pocisku'], 'title': '7 granatników w mercedesie na granicy polsko-ukraińskiej', 'timestamp': '2018-02-17'}
			http://www.poszukiwanimagazyn.pl/7-granatnikow-w-aucie-na-granicy-polsko-ukrainskiej.html	{'tags': ['lubelskiej ', 'Hrebennem', 'Służby Celno-Skarbowej', 'granatników', 'Polski ', 'Ukrainy', 'przejściu granicznym', 'RPG-18', 'RPG-22'], 'title': '7 granatników w aucie na granicy polsko-ukraińskiej', 'author': 'admina', 'timestamp':'Feb 17 2018'}
2	1	życzenia dla kota prezesa	https://www.wprost.pl/kraj/10105104/politycy-skladaja-zyczenia-kotom-prezesa-pis-zeby-czesciej-bywal-w-domu.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+wprost-wydarzenia+%28Wydarzenia+Wprost+24%29	{'tags': ['Super Expressu', 'Jarosława Kaczyńskiego', 'Dominik Tarczyński', 'PiS', 'Stanisław Pięta', 'Fiona', 'Czaruś', 'kotów', 'życzenie'], 'title': 'Politycy składają życzenia kotom prezesa PiS. „Żeby częściej bywał w domu”', 'timestamp': '2018-02-17', 'source': 'SuperExpress'}
5	5	hat-trick Hamalaina	http://sport.tvp.pl/36042118/legia-slask-41-hattrick-hamalainena	{'tags': ['Legia', 'meczem', 'Lubinie', 'Romeo Jozaka ', 'trenera', 'pokonali', 'Zagłębi', 'bramkę', 'decydującą', 'lidera', 'Śląsk', 'Cracovią', 'Łazienkowskiej', 'zespół', 'zestawienia'], 'title': 'Legia Warszawa odniosła swoje drugie tegoroczne zwycięstwo w Lotto Ekstraklasie. Zespół Mistrza Polski ograł pogrążony w kryzysie Śląsk Wrocław 4:1 (4:1). Klasycznym hat-trickiem popisał się napastnik gospodarzy, Kasper Hamalainen.', 'source': 'SPORT.TVP.PL', 'author': 'PG', 'timestamp': '16.02.2018'}
			http://www.gol24.pl/ekstraklasa/a/umarl-krol-niech-zyje-krol-legia-zmiazdzyla-slask-i-swietuje-tytul-mistrza-polski,9599078/	{'tags': ['Lubinie', ' Romeo Jozaka ', 'Legia', 'Zagłębi', 'Śląsk', 'Cracovią', 'Wrocławianie', 'meczu', 'Łazienkowskiej', 'zespół', 'zespoły', 'Trener', 'Jan Urban'], 'title': 'Legia Warszawa odniosła swoje drugie tegoroczne zwycięstwo w Lotto Ekstraklasie. Zespół Mistrza Polski ograł pogrążony w kryzysie Śląsk Wrocław 4:1 (4:1). Klasycznym hat-trickiem popisał się napastnik gospodarzy, Kasper Hamalainen', 'source': 'SPORT.TVP.PL', 'author': 'PG', 'timestamp': '16.02.2018'}
